study	submitted_id	internal_lib_name	genome_acc	wgs_acc	biosample	ncbi_taxonomy
PRJNA1071982	MFD06880_ilm_asm_bin2	LIB-MJ413-G3_01.2	GCA_049276915.1	JBASXK000000000	SAMN40012446	Aestuariivita sp.
PRJNA1071982	MFD10569_ilm_asm_bin13	LIB-MJ334-A4_01.13	GCA_049286565.1	JBAQED000000000	SAMN40010322	Agathobacter rectalis
PRJNA1071982	MFD10593_ilm_asm_bin19	LIB-MJ334-A7_01.19	GCA_049286325.1	JBAQDL000000000	SAMN40010340	Agathobacter rectalis
PRJNA1071982	MFD10547_ilm_asm_bin7	LIB-MJ334-A1_01.7	GCA_049287365.1	JBAQFR000000000	SAMN40010282	Agathobacter rectalis
PRJNA1071982	MFD10534_ilm_asm_bin36	LIB-MJ305-H10_04.36	GCA_049289775.1	JBATMI000000000	SAMN40010164	Agathobacter rectalis
PRJNA1071982	MFD10551_ilm_asm_bin19	LIB-MJ334-E1_01.19	GCA_049297535.1	JBAQUM000000000	SAMN40010496	Agathobacter rectalis
PRJNA1071982	MFD10581_ilm_asm_bin29	LIB-MJ334-E5_01.29	GCA_049297075.1	JBAQTQ000000000	SAMN40010518	Agathobacter rectalis
PRJNA1071982	MFD10554_ilm_asm_bin17	LIB-MJ334-H1_01.17	GCA_049305535.1	JBAQPF000000000	SAMN40010633	Agathobacter rectalis
PRJNA1071982	MFD10530_ilm_asm_bin34	LIB-MJ305-B10_04.34	GCA_049662705.1	JBATCD000000000	SAMN40009923	Agathobacter rectalis
PRJNA1071982	MFD10537_ilm_asm_bin17	LIB-MJ305-C11_04.17	GCA_049661665.1	JBATAH000000000	SAMN40009971	Agathobacter rectalis
PRJNA1071982	MFD10535_ilm_asm_bin18	LIB-MJ305-A11_04.18	GCA_049663665.1	JBATDV000000000	SAMN40009879	Agathobacter rectalis
PRJNA1071982	MFD13492_ilm_asm_bin9	LIB-MJ413-A7_01.9	GCA_049659085.1	JBASPI000000000	SAMN40012039	Aggregatilineales bacterium
PRJNA1071982	MFD12139_ilm_asm_bin15	LIB-MJ388-A6_02.15	GCA_049682915.1	JBAUIL000000000	SAMN40011624	Ahrensia sp.
PRJNA1071982	MFD10474_ilm_asm_bin34	LIB-MJ305-H2_04.34	GCA_049289375.1	JBATLP000000000	SAMN40010183	Albidovulum sp.
PRJNA1071982	MFD10475_ilm_asm_bin36	LIB-MJ305-A3_04.36	GCA_049663365.1	JBATDH000000000	SAMN40009893	Albidovulum sp.
PRJNA1071982	MFD12160_ilm_asm_bin5	LIB-MJ389-H5_03.5	GCA_049646285.1	JBARVN000000000	SAMN40011792	Albidovulum sp.
PRJNA1071982	MFD12160_ilm_asm_bin2	LIB-MJ389-H5_03.2	GCA_049646345.1	JBARVQ000000000	SAMN40011789	Albidovulum sp.
PRJNA1071982	MFD13441_ilm_asm_bin1	LIB-MJ390-D7_03.1	GCA_049644245.1	JBARRN000000000	SAMN40011896	Albidovulum sp.
PRJNA1071982	MFD03265_ilm_asm_bin3	LIB-MJ354-B12_04.3	GCA_049682675.1	JBAUIF000000000	SAMN40011195	Albidovulum sp.
PRJNA1071982	MFD03264_ilm_asm_bin1	LIB-MJ354-C4_04_v_LIB-MJ403-A2_03.1	GCA_049680425.1	JBAUHT000000000	SAMN40011207	Albidovulum sp.
PRJNA1071982	MFD03264_ilm_asm_bin2	LIB-MJ354-C4_04_v_LIB-MJ403-A2_03.2	GCA_049680345.1	JBAUHP000000000	SAMN40011211	Albidovulum sp.
PRJNA1071982	MFD12161_ilm_asm_bin12	LIB-MJ387-E5_01.12	GCA_049670445.1	JBATTI000000000	SAMN40011582	Albidovulum sp.
PRJNA1071982	MFD12161_ilm_asm_bin8	LIB-MJ387-E5_01.8	GCA_049670405.1	JBATTF000000000	SAMN40011585	Albidovulum sp.
PRJNA1071982	MFD03251_ilm_asm_bin3	LIB-MJ352-E1_03.3	GCA_049793335.1	JBARBS000000000	SAMN40011107	Albidovulum sp.
PRJNA1071982	MFD03261_ilm_asm_bin13	LIB-MJ352-A5_03.13	GCA_049794115.1	JBARCM000000000	SAMN40011087	Albidovulum sp.
PRJNA1071982	MFD10241_ilm_asm_bin31	LIB-MJ283-H6_04.31	GCA_049667265.1	JBATHX000000000	SAMN40009773	Algibacter sp.
PRJNA1071982	MFD01323_ilm_asm_bin9	LIB-MJ134-A12_03_v_LIB-MJ404-C8_03.9	GCA_049696095.1	JBAVTK000000000	SAMN40008470	Aliidongia sp.
PRJNA1071982	MFD10902_ilm_asm_bin62	LIB-MJ352-G5_03_v_LIB-MJ368-G5_01.62	GCA_049791815.1	JBARAG000000000	SAMN40011145	Alloacidobacterium sp.
PRJNA1071982	MFD12177_ilm_asm_bin8	LIB-MJ389-G5_03.8	GCA_049646745.1	JBARWI000000000	SAMN40011771	Allopontixanthobacter sediminis
PRJNA1071982	MFD12178_ilm_asm_bin11	LIB-MJ387-F2_01.11	GCA_049670185.1	JBATSZ000000000	SAMN40011591	Allopontixanthobacter sediminis
PRJNA1071982	MFD05727_ilm_asm_bin24	LIB-MJ191-H6_04.24	GCA_049590095.1	JBAWCC000000000	SAMN40008878	Allosphingosinicella sp.
PRJNA1071982	MFD02472_ilm_asm_bin11	LIB-MJ130-F1_01.11	GCA_049697595.1	JBAVWC000000000	SAMN40008400	Alphaproteobacteria bacterium
PRJNA1071982	MFD03833_ilm_asm_bin3	LIB-MJ147-D9_02.3	GCA_049691095.1	JBAVNO000000000	SAMN40008622	Alphaproteobacteria bacterium
PRJNA1071982	MFD13444_ilm_asm_bin70	LIB-MJ390-A7_03.70	GCA_049646105.1	JBARVE000000000	SAMN40011801	Alphaproteobacteria bacterium
PRJNA1071982	MFD03500_ilm_asm_bin1	LIB-MJ413-E5_01.1	GCA_049653105.1	JBASFQ000000000	SAMN40012293	Alphaproteobacteria bacterium
PRJNA1071982	MFD03500_ilm_asm_bin21	LIB-MJ413-E5_01.21	GCA_049653045.1	JBASFN000000000	SAMN40012296	Alphaproteobacteria bacterium
PRJNA1071982	MFD03500_ilm_asm_bin31	LIB-MJ413-E5_01.31	GCA_049652985.1	JBASFK000000000	SAMN40012299	Alphaproteobacteria bacterium
PRJNA1071982	MFD03231_ilm_asm_bin56	LIB-MJ413-G5_01.56	GCA_049276515.1	JBASWO000000000	SAMN40012468	Alphaproteobacteria bacterium
PRJNA1071982	MFD09810_ilm_asm_bin8	LIB-MJ307-A1_01.8	GCA_049288095.1	JBAQHC000000000	SAMN40010245	Alphaproteobacteria bacterium
PRJNA1071982	MFD03335_ilm_asm_bin2	LIB-MJ105-C8_01_v_LIB-MJ367-C8_04.2	GCA_049280315.1	JBAPPV000000000	SAMN40007901	Alphaproteobacteria bacterium
PRJNA1071982	MFD03283_ilm_asm_bin13	LIB-MJ334-D8_01.13	GCA_049297755.1	JBAQUW000000000	SAMN40010486	Alphaproteobacteria bacterium
PRJNA1071982	MFD03283_ilm_asm_bin39	LIB-MJ334-D8_01.39	GCA_049297695.1	JBAQUT000000000	SAMN40010489	Alphaproteobacteria bacterium
PRJNA1071982	MFD12116_ilm_asm_bin46	LIB-MJ389-H4_03.46	GCA_049646405.1	JBARVT000000000	SAMN40011786	Alteraurantiacibacter sp.
PRJNA1071982	MFD12120_ilm_asm_bin10	LIB-MJ388-F1_02.10	GCA_049650885.1	JBASBA000000000	SAMN40011649	Alteraurantiacibacter sp.
PRJNA1071982	MFD05464_ilm_asm_bin3	LIB-MJ172-B5_04.3	GCA_049688035.1	JBAVJY000000000	SAMN40008716	Anaerobacillus sp.
PRJNA1071982	MFD05631_ilm_asm_bin7	LIB-MJ195-B9_01.7	GCA_049588575.1	JBAVZC000000000	SAMN40008956	Anaerobacillus sp.
PRJNA1071982	MFD02586_ilm_asm_bin5	LIB-MJ140-A4_02.5	GCA_049692775.1	JBAVPE000000000	SAMN40008580	Anaerocolumna sp.
PRJNA1071982	MFD12067_ilm_asm_bin1	LIB-MJ335-B7_02.1	GCA_049302815.1	JBAQMM000000000	SAMN40010705	Anaerolineaceae bacterium
PRJNA1071982	MFD12032_ilm_asm_bin14	LIB-MJ335-E2_02.14	GCA_049301715.1	JBAQLH000000000	SAMN40010736	Anaerolineaceae bacterium
PRJNA1071982	MFD03995_ilm_asm_bin8	LIB-MJ149-B8_03.8	GCA_049690375.1	JBAVMU000000000	SAMN40008642	Anaerolineaceae bacterium
PRJNA1071982	MFD13489_ilm_asm_bin58	LIB-MJ413-D7_01.58	GCA_049654685.1	JBASIH000000000	SAMN40012222	Anaerolineaceae bacterium
PRJNA1071982	MFD12108_ilm_asm_bin33	LIB-MJ413-B1_01.33	GCA_049657925.1	JBASOE000000000	SAMN40012069	Anaerolineaceae bacterium
PRJNA1071982	MFD05674_ilm_asm_bin9	LIB-MJ193-H10_01_v_LIB-MJ402-F8_04.9	GCA_049589295.1	JBAWAL000000000	SAMN40008921	Anaerolineaceae bacterium
PRJNA1071982	MFD04381_ilm_asm_bin11	LIB-MJ193-G1_01.11	GCA_049589355.1	JBAWAP000000000	SAMN40008917	Anaerolineae bacterium
PRJNA1071982	MFD10521_ilm_asm_bin18	LIB-MJ305-A9_04.18	GCA_049662905.1	JBATCN000000000	SAMN40009913	Anaerolineae bacterium
PRJNA1071982	MFD10461_ilm_asm_bin3	LIB-MJ305-C1_04.3	GCA_049661785.1	JBATAK000000000	SAMN40009968	Anaerolineae bacterium
PRJNA1071982	MFD12958_ilm_asm_bin33	LIB-MJ388-B2_02.33	GCA_049651285.1	JBASBT000000000	SAMN40011629	Anaerolineae bacterium
PRJNA1071982	MFD13444_ilm_asm_bin69	LIB-MJ390-A7_03.69	GCA_049646165.1	JBARVF000000000	SAMN40011800	Anaerolineae bacterium
PRJNA1071982	MFD13450_ilm_asm_bin25	LIB-MJ390-C6_03.25	GCA_049645025.1	JBARTB000000000	SAMN40011856	Anaerolineae bacterium
PRJNA1071982	MFD13448_ilm_asm_bin10	LIB-MJ390-E6_03.10	GCA_049643665.1	JBARQM000000000	SAMN40011923	Anaerolineae bacterium
PRJNA1071982	MFD03971_ilm_asm_bin21	LIB-MJ138-E11_03.21	GCA_049694275.1	JBAVQS000000000	SAMN40008540	Anaerolineae bacterium
PRJNA1071982	MFD01591_ilm_asm_bin2	LIB-MJ130-E6_01.2	GCA_049697655.1	JBAVWD000000000	SAMN40008399	Anaerolineae bacterium
PRJNA1071982	MFD12951_ilm_asm_bin1	LIB-MJ386-H6_04.1	GCA_049671185.1	JBATUO000000000	SAMN40011550	Anaerolineae bacterium
PRJNA1071982	MFD10571_ilm_asm_bin2	LIB-MJ334-C4_01.2	GCA_049299595.1	JBAQXQ000000000	SAMN40010414	Anaerolineae bacterium
PRJNA1071982	MFD10595_ilm_asm_bin30	LIB-MJ334-C7_01.30	GCA_049299095.1	JBAQWV000000000	SAMN40010435	Anaerolineae bacterium
PRJNA1071982	MFD10550_ilm_asm_bin8	LIB-MJ334-D1_01.8	GCA_049298855.1	JBAQWJ000000000	SAMN40010447	Anaerolineae bacterium
PRJNA1071982	MFD10565_ilm_asm_bin13	LIB-MJ334-D3_01.13	GCA_049298635.1	JBAQVZ000000000	SAMN40010457	Anaerolineae bacterium
PRJNA1071982	MFD10477_ilm_asm_bin8	LIB-MJ305-D3_04.8	GCA_049292835.1	JBATRV000000000	SAMN40010021	Anaerolineae bacterium
PRJNA1071982	MFD10470_ilm_asm_bin25	LIB-MJ305-D2_04.25	GCA_049292995.1	JBATSA000000000	SAMN40010016	Anaerolineae bacterium
PRJNA1071982	MFD10471_ilm_asm_bin10	LIB-MJ305-E2_04.10	GCA_049291835.1	JBATQC000000000	SAMN40010066	Anaerolineae bacterium
PRJNA1071982	MFD10501_ilm_asm_bin16	LIB-MJ305-E6_04.16	GCA_049291675.1	JBATPW000000000	SAMN40010072	Anaerolineae bacterium
PRJNA1071982	MFD10509_ilm_asm_bin4	LIB-MJ305-E7_04.4	GCA_049291635.1	JBATPT000000000	SAMN40010075	Anaerolineae bacterium
PRJNA1071982	MFD10517_ilm_asm_bin35	LIB-MJ305-E8_04.35	GCA_049291535.1	JBATPP000000000	SAMN40010079	Anaerolineae bacterium
PRJNA1071982	MFD10525_ilm_asm_bin5	LIB-MJ305-E9_04.5	GCA_049291275.1	JBATPD000000000	SAMN40010091	Anaerolineae bacterium
PRJNA1071982	MFD10502_ilm_asm_bin21	LIB-MJ305-F6_04.21	GCA_049290855.1	JBATOH000000000	SAMN40010113	Anaerolineae bacterium
PRJNA1071982	MFD10510_ilm_asm_bin4	LIB-MJ305-F7_04.4	GCA_049290735.1	JBATOC000000000	SAMN40010118	Anaerolineae bacterium
PRJNA1071982	MFD10570_ilm_asm_bin10	LIB-MJ334-B4_01.10	GCA_049294015.1	JBAQCH000000000	SAMN40010370	Anaerolineae bacterium
PRJNA1071982	MFD10503_ilm_asm_bin21	LIB-MJ305-G6_04.21	GCA_049290055.1	JBATMW000000000	SAMN40010150	Anaerolineae bacterium
PRJNA1071982	MFD10511_ilm_asm_bin14	LIB-MJ305-G7_04.14	GCA_049289955.1	JBATMS000000000	SAMN40010154	Anaerolineae bacterium
PRJNA1071982	MFD06995_ilm_asm_bin3	LIB-MJ307-H11_01.3	GCA_049287485.1	JBAQFX000000000	SAMN40010276	Anaerolineales bacterium
PRJNA1071982	MFD02339_ilm_asm_bin15	LIB-MJ091-E10_03.15	GCA_049281855.1	JBAPSY000000000	SAMN40007820	Anaerolineales bacterium
PRJNA1071982	MFD01223_ilm_asm_bin23	LIB-MJ106-H9_01.23	GCA_049279135.1	JBAPNM000000000	SAMN40007962	Anaerolineales bacterium
PRJNA1071982	MFD05764_ilm_asm_bin8	LIB-MJ352-E7_03_v_LIB-MJ368-E7_01.8	GCA_049792555.1	JBARBA000000000	SAMN40011125	Anaerolineales bacterium
PRJNA1071982	MFD13193_ilm_asm_bin9	LIB-MJ387-B3_01.9	GCA_049670765.1	JBATTU000000000	SAMN40011570	Anaerolineales bacterium
PRJNA1071982	MFD13174_ilm_asm_bin5	LIB-MJ384-D2_01.5	GCA_049674545.1	JBATZH000000000	SAMN40011427	Anaerolineales bacterium
PRJNA1071982	MFD06967_ilm_asm_bin4	LIB-MJ282-G4_03.4	GCA_049684495.1	JBAVFZ000000000	SAMN40009677	Anaerolineales bacterium
PRJNA1071982	MFD13088_ilm_asm_bin36	LIB-MJ380-A3_03.36	GCA_049679165.1	JBAUFN000000000	SAMN40011265	Anaerolineales bacterium
PRJNA1071982	MFD12934_ilm_asm_bin19	LIB-MJ380-C1_03.19	GCA_049679085.1	JBAUFI000000000	SAMN40011270	Anaerolineales bacterium
PRJNA1071982	MFD01609_ilm_asm_bin14	LIB-MJ131-G9_01.14	GCA_049697155.1	JBAVVF000000000	SAMN40008423	Anaerolineales bacterium
PRJNA1071982	MFD01311_ilm_asm_bin16	LIB-MJ260-C5_01.16	GCA_049687655.1	JBAVJG000000000	SAMN40009592	Anaerolineales bacterium
PRJNA1071982	MFD01689_ilm_asm_bin23	LIB-MJ148-G5_02.23	GCA_049690635.1	JBAVNA000000000	SAMN40008636	Anaerolineales bacterium
PRJNA1071982	MFD12959_ilm_asm_bin31	LIB-MJ390-D1_03.31	GCA_049644705.1	JBARSK000000000	SAMN40011873	Anaerolineales bacterium
PRJNA1071982	MFD12959_ilm_asm_bin38	LIB-MJ390-D1_03.38	GCA_049644685.1	JBARSJ000000000	SAMN40011874	Anaerolineales bacterium
PRJNA1071982	MFD12959_ilm_asm_bin40	LIB-MJ390-D1_03.40	GCA_049644665.1	JBARSI000000000	SAMN40011875	Anaerolineales bacterium
PRJNA1071982	MFD12959_ilm_asm_bin54	LIB-MJ390-D1_03.54	GCA_049644605.1	JBARSF000000000	SAMN40011878	Anaerolineales bacterium
PRJNA1071982	MFD12960_ilm_asm_bin29	LIB-MJ388-H10_02.29	GCA_049650285.1	JBARZV000000000	SAMN40011680	Anaerolineales bacterium
PRJNA1071982	MFD04398_ilm_asm_bin8	LIB-MJ192-B6_04.8	GCA_049590015.1	JBAWBW000000000	SAMN40008884	Anaerolineales bacterium
PRJNA1071982	MFD01928_ilm_asm_bin33	LIB-MJ218-C12_04.33	GCA_049588275.1	JBAVFN000000000	SAMN40009195	Anaerolineales bacterium
PRJNA1071982	MFD05467_ilm_asm_bin9	LIB-MJ200-A8_04.9	GCA_049578465.1	JBAUMB000000000	SAMN40009072	Anaerolineales bacterium
PRJNA1071982	MFD02138_ilm_asm_bin53	LIB-MJ259-G6_04.53	GCA_049580765.1	JBAUQQ000000000	SAMN40009577	Anaerolineales bacterium
PRJNA1071982	MFD04419_ilm_asm_bin16	LIB-MJ229-G7_03.16	GCA_049586815.1	JBAVCR000000000	SAMN40009269	Anaeromyxobacteraceae bacterium
PRJNA1071982	MFD03638_ilm_asm_bin5	LIB-MJ134-A11_03.5	GCA_049696175.1	JBAVTL000000000	SAMN40008469	Anaeromyxobacteraceae bacterium
PRJNA1071982	MFD10532_ilm_asm_bin62	LIB-MJ305-E10_04.62	GCA_049292015.1	JBATQL000000000	SAMN40010057	Anaerostipes hadrus
PRJNA1071982	MFD03256_ilm_asm_bin2	LIB-MJ354-G10_04.2	GCA_049679775.1	JBAUGO000000000	SAMN40011238	Anderseniella sp.
PRJNA1071982	MFD10329_ilm_asm_bin28	LIB-MJ284-H6_03.28	GCA_049664585.1	JBATFH000000000	SAMN40009841	Anderseniella sp.
PRJNA1071982	MFD03232_ilm_asm_bin13	LIB-MJ413-H5_01.13	GCA_049274935.1	JBASTO000000000	SAMN40012546	Aquabacterium commune
PRJNA1071982	MFD03232_ilm_asm_bin76	LIB-MJ413-H5_01.76	GCA_049274795.1	JBASTH000000000	SAMN40012553	Aquabacterium sp.
PRJNA1071982	MFD03280_ilm_asm_bin7	LIB-MJ334-A8_01.7	GCA_049294555.1	JBAQDC000000000	SAMN40010349	Aquabacterium sp.
PRJNA1071982	MFD00208_ilm_asm_bin23	LIB-MJ054-D1_03.23	GCA_049284395.1	JBAPXV000000000	SAMN40007693	Aquabacterium sp.
PRJNA1071982	MFD06885_ilm_asm_bin37	LIB-MJ413-A5_01.37	GCA_049659825.1	JBASQD000000000	SAMN40012018	Aquiluna sp.
PRJNA1071982	MFD12113_ilm_asm_bin11	LIB-MJ413-G1_01.11	GCA_049277535.1	JBASYO000000000	SAMN40012416	Aquirufa antheringensis
PRJNA1071982	MFD12113_ilm_asm_bin34	LIB-MJ413-G1_01.34	GCA_049277475.1	JBASYL000000000	SAMN40012419	Aquirufa ecclesiirivi
PRJNA1071982	MFD13467_ilm_asm_bin28	LIB-MJ413-B10_01.28	GCA_049657605.1	JBASNU000000000	SAMN40012079	Arcanobacterium sp.
PRJNA1071982	MFD13484_ilm_asm_bin33	LIB-MJ413-A8_01.33	GCA_049658765.1	JBASOZ000000000	SAMN40012048	Arcanobacterium sp.
PRJNA1071982	MFD13486_ilm_asm_bin1	LIB-MJ413-G7_01.1	GCA_049276415.1	JBASWJ000000000	SAMN40012473	Arcanobacterium sp.
PRJNA1071982	MFD13469_ilm_asm_bin9	LIB-MJ413-H9_01.9	GCA_049273985.1	JBASRT000000000	SAMN40012593	Arcanobacterium sp.
PRJNA1071982	MFD12141_ilm_asm_bin1	LIB-MJ386-H7_04.1	GCA_049671125.1	JBATUL000000000	SAMN40011553	Arcobacter sp.
PRJNA1071982	MFD12169_ilm_asm_bin5	LIB-MJ387-H6_01.5	GCA_049683275.1	JBAUIY000000000	SAMN40011611	Arcobacter sp.
PRJNA1071982	MFD12123_ilm_asm_bin4	LIB-MJ387-B2_01.4	GCA_049670825.1	JBATTX000000000	SAMN40011567	Arcobacteraceae bacterium
PRJNA1071982	MFD12119_ilm_asm_bin14	LIB-MJ388-G6_02.14	GCA_049650525.1	JBASAI000000000	SAMN40011667	Arcobacteraceae bacterium
PRJNA1071982	MFD01219_ilm_asm_bin38	LIB-MJ091-B7_03.38	GCA_049282175.1	JBAPTL000000000	SAMN40007807	Arenicellales bacterium
PRJNA1071982	MFD10204_ilm_asm_bin17	LIB-MJ283-A2_04.17	GCA_049669905.1	JBATKZ000000000	SAMN40009693	Arenicellales bacterium
PRJNA1071982	MFD10226_ilm_asm_bin22	LIB-MJ283-A5_04.22	GCA_049669845.1	JBATKX000000000	SAMN40009695	Arenicellales bacterium
PRJNA1071982	MFD10329_ilm_asm_bin13	LIB-MJ284-H6_03.13	GCA_049664665.1	JBATFJ000000000	SAMN40009839	Arenicellales bacterium
PRJNA1071982	MFD10351_ilm_asm_bin8	LIB-MJ284-F9_03.8	GCA_049665325.1	JBATGA000000000	SAMN40009822	Arenicellales bacterium
PRJNA1071982	MFD10320_ilm_asm_bin5	LIB-MJ284-G5_03.5	GCA_049665265.1	JBATFX000000000	SAMN40009825	Arenicellales bacterium
PRJNA1071982	MFD09702_ilm_asm_bin17	LIB-MJ254-E8_02.17	GCA_049583715.1	JBAUWJ000000000	SAMN40009428	Arenicellales bacterium
PRJNA1071982	MFD05055_ilm_asm_bin16	LIB-MJ190-H10_02.16	GCA_049590735.1	JBAWDM000000000	SAMN40008842	Asticcacaulis sp.
PRJNA1071982	MFD10582_ilm_asm_bin22	LIB-MJ334-F5_01.22	GCA_049296355.1	JBAQSI000000000	SAMN40010552	Atopobiaceae bacterium
PRJNA1071982	MFD13478_ilm_asm_bin17	LIB-MJ413-G8_01.17	GCA_049276135.1	JBASVV000000000	SAMN40012487	Atribacterales bacterium
PRJNA1071982	MFD13492_ilm_asm_bin14	LIB-MJ413-A7_01.14	GCA_049659745.1	JBASQA000000000	SAMN40012021	Atribacterales bacterium
PRJNA1071982	MFD13460_ilm_asm_bin19	LIB-MJ413-C11_01.19	GCA_049656285.1	JBASLJ000000000	SAMN40012142	Atribacterales bacterium
PRJNA1071982	MFD13432_ilm_asm_bin25	LIB-MJ390-E8_03.25	GCA_049643525.1	JBARQD000000000	SAMN40011932	Atribacterota bacterium
PRJNA1071982	MFD13096_ilm_asm_bin1	LIB-MJ384-D10_01.1	GCA_049674565.1	JBATZI000000000	SAMN40011426	Atribacterota bacterium
PRJNA1071982	MFD12983_ilm_asm_bin5	LIB-MJ383-G1_01.5	GCA_049676265.1	JBAUBA000000000	SAMN40011382	Atribacterota bacterium
PRJNA1071982	MFD10570_ilm_asm_bin12	LIB-MJ334-B4_01.12	GCA_049293995.1	JBAQCG000000000	SAMN40010371	Atribacterota bacterium
PRJNA1071982	MFD10287_ilm_asm_bin2	LIB-MJ284-D1_03.2	GCA_049666045.1	JBATGU000000000	SAMN40009802	Aureibaculum sp.
PRJNA1071982	MFD10211_ilm_asm_bin5	LIB-MJ283-H2_04.5	GCA_049667405.1	JBATIB000000000	SAMN40009769	Aureibaculum sp.
PRJNA1071982	MFD03280_ilm_asm_bin15	LIB-MJ334-A8_01.15	GCA_049294655.1	JBAQDI000000000	SAMN40010343	Azonexus sp.
PRJNA1071982	MFD03281_ilm_asm_bin34	LIB-MJ334-B8_01.34	GCA_049293695.1	JBAQBQ000000000	SAMN40010387	Azonexus sp.
PRJNA1071982	MFD10484_ilm_asm_bin12	LIB-MJ305-D4_04.12	GCA_049292735.1	JBATRU000000000	SAMN40010022	Azonexus sp.
PRJNA1071982	MFD00032_ilm_asm_bin14	LIB-MJ048-C2_04.14	GCA_049285835.1	JBAQAR000000000	SAMN40007619	Azonexus sp.
PRJNA1071982	MFD06848_ilm_asm_bin2	LIB-MJ306-C4_01.2	GCA_049288665.1	JBAQID000000000	SAMN40010218	Azonexus sp.
PRJNA1071982	MFD09804_ilm_asm_bin2	LIB-MJ301-A6_01.2	GCA_049664245.1	JBATEW000000000	SAMN40009852	Azonexus sp.
PRJNA1071982	MFD06972_ilm_asm_bin5	LIB-MJ282-H1_03.5	GCA_049684455.1	JBAVFY000000000	SAMN40009678	Azonexus sp.
PRJNA1071982	MFD06948_ilm_asm_bin10	LIB-MJ282-H2_03.10	GCA_049684355.1	JBAVFW000000000	SAMN40009680	Azonexus sp.
PRJNA1071982	MFD02735_ilm_asm_bin22	LIB-MJ110-B6_04.22	GCA_049698715.1	JBAVYJ000000000	SAMN40008341	Azonexus sp.
PRJNA1071982	MFD02567_ilm_asm_bin1	LIB-MJ129-D7_02.1	GCA_049698255.1	JBAVXI000000000	SAMN40008368	Azonexus sp.
PRJNA1071982	MFD03000_ilm_asm_bin2	LIB-MJ131-B5_01.2	GCA_049697455.1	JBAVVT000000000	SAMN40008409	Azonexus sp.
PRJNA1071982	MFD02729_ilm_asm_bin5	LIB-MJ134-B11_03.5	GCA_049695935.1	JBAVTD000000000	SAMN40008477	Azonexus sp.
PRJNA1071982	MFD03961_ilm_asm_bin18	LIB-MJ138-H5_03.18	GCA_049693995.1	JBAVQK000000000	SAMN40008548	Azonexus sp.
PRJNA1071982	MFD03015_ilm_asm_bin10	LIB-MJ148-E11_02.10	GCA_049690915.1	JBAVNH000000000	SAMN40008629	Azonexus sp.
PRJNA1071982	MFD02995_ilm_asm_bin1	LIB-MJ147-H7_02.1	GCA_049690995.1	JBAVNK000000000	SAMN40008626	Azonexus sp.
PRJNA1071982	MFD03980_ilm_asm_bin2	LIB-MJ169-A2_01.2	GCA_049688575.1	JBAVKZ000000000	SAMN40008689	Azonexus sp.
PRJNA1071982	MFD03901_ilm_asm_bin1	LIB-MJ149-E7_03.1	GCA_049690255.1	JBAVMQ000000000	SAMN40008646	Azonexus sp.
PRJNA1071982	MFD03012_ilm_asm_bin5	LIB-MJ150-E3_03.5	GCA_049690015.1	JBAVMK000000000	SAMN40008652	Azonexus sp.
PRJNA1071982	MFD03500_ilm_asm_bin9	LIB-MJ413-E5_01.9	GCA_049652925.1	JBASFI000000000	SAMN40012301	Azonexus sp.
PRJNA1071982	MFD09600_ilm_asm_bin3	LIB-MJ352-C5_03.3	GCA_049793445.1	JBARBU000000000	SAMN40011105	Azonexus sp.
PRJNA1071982	MFD01368_ilm_asm_bin14	LIB-MJ194-D1_04_v_LIB-MJ408-B7_04.14	GCA_049588895.1	JBAVZS000000000	SAMN40008940	Azonexus sp.
PRJNA1071982	MFD01907_ilm_asm_bin2	LIB-MJ230-E5_03.2	GCA_049586435.1	JBAVBY000000000	SAMN40009288	Azonexus sp.
PRJNA1071982	MFD05507_ilm_asm_bin1	LIB-MJ196-C4_02.1	GCA_049580045.1	JBAUPA000000000	SAMN40008995	Azonexus sp.
PRJNA1071982	MFD04409_ilm_asm_bin3	LIB-MJ174-D5_01.3	GCA_049593275.1	JBAWGW000000000	SAMN40008754	Azonexus sp.
PRJNA1071982	MFD12109_ilm_asm_bin40	LIB-MJ413-C1_01.40	GCA_049656485.1	JBASLT000000000	SAMN40012132	Azovibrio sp.
PRJNA1071982	MFD12108_ilm_asm_bin22	LIB-MJ413-B1_01.22	GCA_049658005.1	JBASOH000000000	SAMN40012066	Azovibrio sp.
PRJNA1071982	MFD13461_ilm_asm_bin39	LIB-MJ413-B11_01.39	GCA_049657305.1	JBASNG000000000	SAMN40012093	Bacilli bacterium
PRJNA1071982	MFD13468_ilm_asm_bin8	LIB-MJ413-A10_01.8	GCA_049660545.1	JBASQV000000000	SAMN40012000	Bacilli bacterium
PRJNA1071982	MFD13466_ilm_asm_bin4	LIB-MJ413-D10_01.4	GCA_049655185.1	JBASJG000000000	SAMN40012197	Bacilli bacterium
PRJNA1071982	MFD13466_ilm_asm_bin24	LIB-MJ413-D10_01.24	GCA_049655265.1	JBASJK000000000	SAMN40012193	Bacilli bacterium
PRJNA1071982	MFD13457_ilm_asm_bin10	LIB-MJ413-F11_01.10	GCA_049652225.1	JBASDP000000000	SAMN40012346	Bacilli bacterium
PRJNA1071982	MFD13472_ilm_asm_bin22	LIB-MJ413-E9_01.22	GCA_049652465.1	JBASEC000000000	SAMN40012333	Bacilli bacterium
